"X","country","survey_id","year","n_rows","n_women","mCPR","mCPR_pct","se_mCPR","se_mCPR_pct","year_first","t_rel","y","n","year_center","p_hat","y_hat","pearson_resid","p_hat_clipped","logit_mCPR"
258,"Tanzania","TZ2010DHS",2010,10139,10138.999809,0.235940254666593,23.5940254666593,0.00517122587698917,0.517122587698917,1992,18,2392,10139,10,NA,NA,NA,0.235940254666593,-1.17506737202392
259,"Tanzania","TZ2015DHS",2015,13266,13266.0000159998,0.271209644554551,27.1209644554551,0.00468472138792415,0.468472138792415,1992,23,3598,13266,15,NA,NA,NA,0.271209644554551,-0.988493994435279
260,"Tanzania","TZ2022DHS",2022,15254,15254.0000490004,0.25425034401086,25.425034401086,0.00437491526839682,0.437491526839682,1992,30,3878,15254,22,NA,NA,NA,0.25425034401086,-1.07607057413011
261,"Timor-Leste","TL2009DHS",2009,13137,13137.0001740005,0.128256025095789,12.8256025095789,0.00329943646569628,0.329943646569628,2009,0,1685,13137,9,NA,NA,NA,0.128256025095789,-1.91646731178507
262,"Timor-Leste","TL2016DHS",2016,12607,12606.9996969999,0.148053999037072,14.8053999037072,0.00383455848460705,0.383455848460705,2009,7,1867,12607,16,NA,NA,NA,0.148053999037072,-1.7499460800912
263,"Togo","TG1988DHS",1988,3360,3360,0.0342261904761905,3.42261904761905,0.00313651489760217,0.313651489760217,1988,0,115,3360,-12,NA,NA,NA,0.0342261904761905,-3.33993850077494
264,"Togo","TG1998DHS",1998,8569,8569.00075599951,0.0786278602587667,7.86278602587667,0.00321250525872901,0.321250525872901,1988,10,674,8569,-2,NA,NA,NA,0.0786278602587667,-2.46113792231855
265,"Togo","TG2013DHS",2013,9480,9479.9998820003,0.167395012737612,16.7395012737612,0.00421822783473891,0.421822783473891,1988,25,1587,9480,13,NA,NA,NA,0.167395012737612,-1.6042029596048
266,"Turkey","TR1993DHS",1993,6519,6519.00134600015,0.332834579077257,33.2834579077257,0.00605895528982157,0.605895528982157,1993,0,2170,6519,-7,NA,NA,NA,0.332834579077257,-0.695392415520506
267,"Turkey","TR2003DHS",2003,8075,8075.00106799956,0.405029328350316,40.5029328350316,0.00631161766171905,0.631161766171905,1993,10,3271,8075,3,NA,NA,NA,0.405029328350316,-0.38455263282126
268,"Turkey","TR2008DHS",2008,7405,7404.99988499985,0.437983849070646,43.7983849070646,0.00708200376759246,0.708200376759246,1993,15,3243,7405,8,NA,NA,NA,0.437983849070646,-0.249348552360571
269,"Turkey","TR2013DHS",2013,9746,9746.00001499999,0.331523806384891,33.1523806384891,0.00579737588115321,0.579737588115321,1993,20,3231,9746,13,NA,NA,NA,0.331523806384891,-0.701301163082769
270,"Turkey","TR2018DHS",2018,7346,7346.00046800009,0.330166551386061,33.0166551386061,0.00648563074049248,0.648563074049248,1993,25,2425,7346,18,NA,NA,NA,0.330166551386061,-0.70743186901294
271,"Uganda","UG1988DHS",1988,4730,4730.00005600016,0.0265427899605919,2.65427899605919,0.00258568199733508,0.258568199733508,1988,0,126,4730,-12,NA,NA,NA,0.0265427899605919,-3.60209572284963
272,"Uganda","UG1995DHS",1995,7070,7070.00022600023,0.074080904138288,7.4080904138288,0.00359829814321671,0.359829814321671,1988,7,524,7070,-5,NA,NA,NA,0.074080904138288,-2.52562906619551
273,"Uganda","UG2000DHS",2000,7246,7245.99972699975,0.164846787607398,16.4846787607398,0.00493721804123911,0.493721804123911,1988,12,1194,7246,0,NA,NA,NA,0.164846787607398,-1.62259871334778
274,"Uganda","UG2006DHS",2006,8531,8530.9997910001,0.154446139641218,15.4446139641218,0.00428001571179899,0.428001571179899,1988,18,1318,8531,6,NA,NA,NA,0.154446139641218,-1.70014644386308
275,"Uganda","UG2011DHS",2011,8674,8673.99991999991,0.206782640251628,20.6782640251628,0.00522021859046998,0.522021859046998,1988,23,1794,8674,11,NA,NA,NA,0.206782640251628,-1.34442908763408
276,"Uganda","UG2016DHS",2016,18506,18506.0002089997,0.272883816057891,27.2883816057891,0.00377369915365877,0.377369915365877,1988,28,5050,18506,16,NA,NA,NA,0.272883816057891,-0.980040155221401
277,"Vietnam","VN1997DHS",1997,5664,5339.61825899994,0.557838337596423,55.7838337596423,0.00757605051711139,0.757605051711139,1997,0,2979,5340,-3,NA,NA,NA,0.557838337596423,0.232393635584918
278,"Vietnam","VN2002DHS",2002,5665,5338.08231499997,0.566804037565693,56.6804037565693,0.00767296670442477,0.767296670442477,1997,5,3026,5338,2,NA,NA,NA,0.566804037565693,0.268823436474662
279,"Yemen","YE1991DHS",1991,5687,5686.9993959997,0.057225911827759,5.7225911827759,0.00325190649512245,0.325190649512245,1991,0,325,5687,-9,NA,NA,NA,0.057225911827759,-2.80181988698481
280,"Yemen","YE2013DHS",2013,25434,16563.900947,0.274062929893469,27.4062929893469,0.00428322399223509,0.428322399223509,1991,22,4540,16564,13,NA,NA,NA,0.274062929893469,-0.97410557961207
281,"Zambia","ZM1992DHS",1992,7060,7060.00039499941,0.0698366704553198,6.98366704553198,0.00309338188888877,0.309338188888877,1992,0,493,7060,-8,NA,NA,NA,0.0698366704553198,-2.58920095739167
282,"Zambia","ZM1996DHS",1996,8021,8021.00048400033,0.112324963300669,11.2324963300669,0.00367029579435188,0.367029579435188,1992,4,901,8021,-4,NA,NA,NA,0.112324963300669,-2.06720959812168
283,"Zambia","ZM2002DHS",2002,7658,7658.00014699964,0.188466234042248,18.8466234042248,0.00472976091647956,0.472976091647956,1992,10,1443,7658,2,NA,NA,NA,0.188466234042248,-1.46000713430925
284,"Zambia","ZM2007DHS",2007,7146,7145.99935399992,0.245628738129889,24.5628738129889,0.00558485069414295,0.558485069414295,1992,15,1755,7146,7,NA,NA,NA,0.245628738129889,-1.12206343521492
285,"Zambia","ZM2013DHS",2013,16411,16411.0003279999,0.324515146764915,32.4515146764915,0.00440648403252371,0.440648403252371,1992,21,5326,16411,13,NA,NA,NA,0.324515146764915,-0.733098521810344
286,"Zambia","ZM2018DHS",2018,13683,13682.9998809996,0.340928017727879,34.0928017727879,0.00496160033731582,0.496160033731582,1992,26,4665,13683,18,NA,NA,NA,0.340928017727879,-0.659161394791951
287,"Zambia","ZM2024DHS",2024,13951,13951.0000190003,0.384288593842627,38.4288593842627,0.00444491323896503,0.444491323896503,1992,32,5361,13951,24,NA,NA,NA,0.384288593842627,-0.471384540473702
288,"Zimbabwe","ZW1988DHS",1988,4201,4201,0.272078076648417,27.2078076648417,0.00686614283031409,0.686614283031409,1988,0,1143,4201,-12,NA,NA,NA,0.272078076648417,-0.984104722694197
289,"Zimbabwe","ZW1994DHS",1994,6128,6128.00067799947,0.310678739288518,31.0678739288518,0.00632955149040672,0.632955149040672,1988,6,1904,6128,-6,NA,NA,NA,0.310678739288518,-0.796948047699005
290,"Zimbabwe","ZW1999DHS",1999,5907,5906.99993099982,0.355737944226511,35.5737944226511,0.00686217940358848,0.686217940358848,1988,11,2101,5907,-1,NA,NA,NA,0.355737944226511,-0.593911214172761
291,"Zimbabwe","ZW2005DHS",2005,8907,8906.99981599976,0.390516064764234,39.0516064764234,0.00607515530132998,0.607515530132998,1988,17,3478,8907,5,NA,NA,NA,0.390516064764234,-0.445143483896101
292,"Zimbabwe","ZW2010DHS",2010,9171,9170.99988999984,0.405160782855497,40.5160782855497,0.00564700397466234,0.564700397466234,1988,22,3716,9171,10,NA,NA,NA,0.405160782855497,-0.384007162712267
293,"Zimbabwe","ZW2015DHS",2015,9955,9954.99997999999,0.478755957265201,47.8755957265201,0.00579722321818781,0.579722321818781,1988,27,4766,9955,15,NA,NA,NA,0.478755957265201,-0.0850273604503355
